source,target,pct,value_idr
REKSA DANA SYARIAH TREASURE SAHAM BERKAH SYARIAH,PCAR,1.86,846300000.0
REKSA DANA TREASURE SAHAM MANTAP,PCAR,1.73,786848400.0
PT. AMAN DHITYA INVESTAMA,PDES,6.64,25175530000.0
DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,PGAS,2.5,1118473686000.0
"PANIN SEKURITAS Tbk, PT",PGAS,1.81,810392980860.0
DJS KETENAGAKERJAAN PROGRAM JAMINAN PENSIUN,PGAS,1.36,607462006500.0
BARCLAYS CAPITAL SECURITIES LIMITED,PIPA,1.06,4034827800.0
"UBS AG, LONDON",PLAS,8.49,5025000000.0
MAYBANK SECURITIES PTE. LTD.,PLAS,4.57,2705000000.0
PT. ASURANSI JIWA IFG,PLAS,3.34,1975193700.0
JAKSA AGUNG MUDA BIDANG TINDAK PIDANA KHUSUS KEJAKSAAN REPUBLIK INDONESIA KEJAKSAAN REPUBLIK INDONESIA,PLAS,2.96,1753116750.0
REKSA DANA AURORA SMC EQUITY,PLAS,2.46,1454160000.0
REKSA DANA OSO FLORES EQUITY FUND,PLAS,1.29,765900000.0
PT. CAPITAL ASSET MANAGEMENT,PLAS,1.08,642250000.0
"PANINVEST TBK, PT",PNBN,1.22,276700271400.0
"BANK PAN INDONESIA TBK, PT",PNBS,67.3,1306076351650.0
DANA PENSIUN KARYAWAN PANIN BANK,PNIN,6.02,186258627920.0
HAIYANTO,PNIN,4.49,138906340000.0
DRS LO KHENG HONG,PNIN,1.23,38148770000.0
HONKY HARJO,PNIN,1.22,37579416000.0
"PANINVEST TBK, PT",PNLF,15.19,1138466564352.0
"PANIN SEKURITAS Tbk, PT",PNLF,1.81,135896833800.0
GOVERNMENT OF NORWAY,PNLF,1.31,98280000000.0
PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,POLA,7.67,20054843796.0
REKSA DANA POOL ADVISTA KAPITAL OPTIMAL,POLA,2.11,5516612400.0
PT GOLDEN FLOWER GLOBAL RESOURCES,POLI,4.39,103192947000.0
PT SURYA MASINDO,POLI,3.97,93366000000.0
BANK JULIUS BAER & CO. LTD,POLI,3.91,92077947000.0
PT GRAHA METTA ARYA,POLI,3.7,86993712000.0
CITIBANK HONG KONG S/A PBG CLIENTS SG,POLL,6.01,56000000000.0
PT GOLDEN FLOWER GLOBAL RESOURCES,POLL,4.81,44800056000.0
BANK JULIUS BAER & CO. LTD,POLL,4.4,40975648000.0
PT GRAHA METTA ARYA,POLL,3.78,35235771200.0
PT SURYA MASINDO,POLL,1.2,11188240000.0
PT GOLDEN FLOWER GLOBAL RESOURCES,POLU,8.55,1007966210000.0
PT GRAHA METTA ARYA,POLU,3.87,456025000000.0
PT SURYA MASINDO,POLU,3.67,432437500000.0
MORGAN STANLEY AND CO INTERNATIONAL PLC,POLY,2.33,2101256976.0
JAKSA AGUNG MUDA BIDANG TINDAK PIDANA KHUSUS KEJAKSAAN REPUBLIK INDONESIA KEJAKSAAN REPUBLIK INDONESIA,POOL,26.73,31295941200.0
PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,POOL,7.48,8761361700.0
PT. ASURANSI JIWA IFG,POOL,4.88,5709985450.0
REKSA DANA POOL ADVISTA KAPITAL OPTIMAL,POOL,1.68,1970920000.0
Reksa Dana Pan Arcadia Dana Saham Bertumbuh,POOL,1.55,1819610000.0
BONHAM NOMINEES PTE LTD,PORT,4.98,120515498000.0
UOB KAY HIAN PRIVATE LIMITED,PORT,4.98,120636500000.0
REKSA DANA EMCO GROWTH FUND,POSA,2.5,10477625000.0
"BANK DANAMON INDONESIA Tbk, PT - REGISTRAR",POSA,1.99,8347441150.0
REKSA DANA EMCO MANTAP,POSA,1.73,7243760000.0
REKSA DANA SAHAM EMCO PESONA,POSA,1.7,7150730000.0
PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,POSA,1.31,5491214650.0
FIDELITY FUNDS,POWR,2.35,272345472000.0
PT TASPEN (PERSERO),PPRE,2.13,29179237000.0
PT. ASURANSI JIWA IFG,PPRO,8.88,175196285024.0
PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,PPRO,5.43,107098220768.0
PT YULIE SEKURITAS INDONESIA TBK,PPRO,1.08,21396521600.0
"EFG BANK AG, SINGAPORE BRANCH A/C CLIENTS",PRDA,3.21,81337500000.0
SUWANTARA GOTAMA,PSAB,1.67,203314155240.0
BANK OF SINGAPORE LIMITED,PSGO,3.52,129934933268.0
DBS BANK LTD.,PSGO,1.59,58560978000.0
PT TIRTA ORISA YASA,PSKT,40.77,1029637445912.0
DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,PTBA,1.54,563391378000.0
PHILLIP SECURITIES PTE LTD,PTIS,3.42,5649780000.0
ASURANSI SIMAS JIWA,PTIS,2.3,3802530000.0
PERUSAHAAN PERSEROAN (PERSERO) PT DANANTARA ASSET MANAGEMENT,PTPP,50.49,907795223820.0
DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,PTPP,3.39,61024062000.0
HAIYANTO,PTPP,3.01,54122062000.0
PT TASPEN (PERSERO),PTPP,1.33,23866623000.0
DJS KETENAGAKERJAAN PROGRAM JAMINAN PENSIUN,PTPP,1.02,18317531000.0
OCBC SECURITIES PRIVATE LIMITED,PTRO,2.69,1207739345000.0
PT SENTOSA BERSAMA MITRA,PTRO,2.55,1143170735000.0
MORGAN STANLEY AND CO INTERNATIONAL PLC,PTRO,1.73,778591913750.0
PT. GRAHA SENTOSA PERSADA,PTSP,27.63,52460572760.0
"UNION BANCAIRE PRIVEE, UBP SA SINGAPORE BRANCH",PTSP,13.89,26380013240.0
BANK OF SINGAPORE LIMITED,PTSP,8.05,15293139200.0
LGT BANK AG,PTSP,4.12,7822388000.0
CA INDOSUEZ (SWITZERLAND) SA,PTSP,4.04,7675568800.0
BANK JULIUS BAER & CO. LTD,PTSP,3.72,7057160000.0
BP2S SG/BNP PARIBAS SINGAPORE BRANCH WEALTH MANAGEMENT,PTSP,1.78,3378940000.0
CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,PURA,4.6,8414616800.0
SALIM LIM,PURA,1.14,2090931900.0
EMPLOYEES PROVIDENT FUND BOARD,PWON,2.29,372747583000.0
FIDELITY FUNDS,PWON,1.94,315501097600.0
DBS BANK LTD.,PYFA,3.19,111004481010.0
DIAN CIPTAMAS AGUNG PT,PYFA,1.03,35801404000.0
JPMCB NA AIF CLT RE-THE SCOTTISH ORIENTAL SMALLER COMPANIES TRUST PLC,PZZA,7.0,40614336000.0
LGT BANK AG,RAAM,2.45,35461536800.0
UOB KAY HIAN PRIVATE LIMITED,RAAM,2.21,31890206000.0
CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,RAAM,1.74,25163170400.0
SAFARI ASIA LIMITED,RAAM,1.31,18974000000.0
YOHANES HALIM,RAFI,2.23,2505657600.0
PT SENTOSA BERSAMA MITRA,RAJA,35.45,5439090374520.0
HAPSORO,RAJA,27.52,4222547043000.0
PT TIRTA ORISA YASA,RAJA,12.38,1899121620000.0
DRS LO KHENG HONG,RALS,2.19,69286858200.0
MORGAN STANLEY AND CO INTERNATIONAL PLC,RATU,1.97,259618075000.0
PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,RBMS,4.66,6442628400.0
SIAUW YUNUS SUBANDI,RBMS,1.66,2296986900.0
UBS AG SINGAPORE BRANCH,RICY,3.06,1530516000.0
ANDY TANUJAYA,RICY,2.99,1495111800.0
OCBC SECURITIES PRIVATE LIMITED,RIGS,1.87,7989100000.0
DBS VICKERS SECS SINGAPORE (PTE) LTD A/C CLIENTS,RIGS,1.49,6373710000.0
GLAS TRUST (SINGAPORE) LTD.,RIGS,1.46,6233220000.0
RUDY SUSANTO,RIGS,1.14,4871370000.0
JAKSA AGUNG MUDA BIDANG TINDAK PIDANA KHUSUS KEJAKSAAN REPUBLIK INDONESIA KEJAKSAAN REPUBLIK INDONESIA,RIMO,18.18,409742108550.0
UBS SWITZERLAND AG,RIMO,10.58,238494446950.0
PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,RIMO,8.4,189233291650.0
PT SINAR MAS MULTIARTHA Tbk,RIMO,4.88,110000000000.0
"CAPITAL LIFE SYARIAH, PT",RIMO,3.46,78031780000.0
REKSA DANA EMCO MANTAP,RIMO,2.64,59491325000.0
REKSA DANA CAPITAL EQUITY FUND,RIMO,1.93,43452530000.0
REKSA DANA POOL ADVISTA KAPITAL OPTIMAL,RIMO,1.71,38600500000.0
PT Yuanta Sekuritas Indonesia,RIMO,1.65,37295717500.0
Reksa Dana Pan Arcadia Dana Saham Bertumbuh,RIMO,1.36,30549100000.0
REKSA DANA EMCO GROWTH FUND,RIMO,1.36,30657890000.0
PT. Victoria Investama Tbk,RIMO,1.15,25967761300.0
UOB KAY HIAN PRIVATE LIMITED,RISE,2.36,746167500000.0
PT SAMUEL SEKURITAS INDONESIA,RLCO,4.43,875847417500.0
PT GOLDEN FLOWER GLOBAL RESOURCES,ROCK,4.35,147304120000.0
BANK JULIUS BAER & CO. LTD,ROCK,4.2,142253720000.0
PT GRAHA METTA ARYA,ROCK,3.85,130399440000.0
PT SURYA MASINDO,ROCK,3.65,123626240000.0
KINGSWOOD UNION CORPORATION,RODA,4.99,38018461600.0
DBS BANK LTD S/A ALBIZIA ASEAN OPPORTUNITIES FUND,ROTI,1.98,92013758250.0
HAIYANTO,RUIS,23.97,42826898400.0
OCBC SECURITIES PRIVATE LIMITED,RUIS,13.82,24695982400.0
BP2S SG/BNP PARIBAS SINGAPORE BRANCH WEALTH MANAGEMENT,SAFE,27.83,91416800800.0
REKSA DANA SUCORINVEST EQUITY PRIMA FUND,SAGE,3.03,7068750000.0
REKSA DANA SUCORINVEST MAXI FUND,SAGE,2.25,5249765600.0
"UBS AG, LONDON",SATU,1.04,3718130000.0
REKSA DANA SUCORINVEST SHARIA EQUITY FUND,SCCO,1.96,37357336000.0
PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,SDMU,9.11,15785000000.0
PT. INDOLIFE PENSIONTAMA,SDPC,3.36,8253226190.0
SIAUW YUNUS SUBANDI,SDPC,1.83,4503640525.0
PT. Victoria Investama Tbk,SGER,2.84,183330078678.0
PT. BINTANG MITRA SEMESTARAYA TBK,SGER,2.03,131070124242.0
Resources Fortune LTD,SHIP,4.4,460732580000.0
DRS SURONO SUBEKTI,SIDO,2.26,349437748500.0
EMPLOYEES PROVIDENT FUND BOARD,SIDO,1.71,264448740500.0
JAKSA AGUNG MUDA BIDANG TINDAK PIDANA KHUSUS KEJAKSAAN REPUBLIK INDONESIA KEJAKSAAN REPUBLIK INDONESIA,SIMA,12.05,2667225000.0
"BANK DANAMON INDONESIA Tbk, PT - REGISTRAR",SIMA,5.93,1313205900.0
PT Yuanta Sekuritas Indonesia,SIMA,5.83,1290400000.0
PT. ASURANSI JIWA IFG,SIMA,4.88,1080521200.0
REKSA DANA POOL ADVISTA KAPITAL OPTIMAL,SIMA,3.8,841300000.0
REKSA DANA AURORA SMC EQUITY,SIMA,2.94,650000000.0
REKSA DANA EMCO MANTAP,SIMA,2.84,629170000.0
PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,SIMA,1.29,286127050.0
DRS LO KHENG HONG,SIMP,5.03,498692480000.0
"PANIN SEKURITAS Tbk, PT",SIMP,1.53,152199360000.0
HAPSORO,SINI,9.0,479436750000.0
BOOM SECURITIES (H.K.) LIMITED,SIPD,1.29,25568875000.0
REKSA DANA NARADA SAHAM INDONESIA II,SKYB,10.48,3127284300.0
DBS BANK LTD.,SKYB,9.0,2684951100.0
REKSA DANA NARADA SAHAM INDONESIA,SKYB,4.71,1406692200.0
REKSA DANA NARADA CAMPURAN I,SKYB,4.71,1406692200.0
PT. ASURANSI JIWA IFG,SMBR,7.89,167794040200.0
PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,SMBR,4.76,101099720400.0
PT DANANTARA ASSET MANAGEMENT (PERSERO),SMGR,50.69,8419233826500.0
DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,SMGR,3.42,568213260000.0
PT TASPEN (PERSERO),SMGR,1.19,197108976000.0
FIDELITY FUNDS,SMGR,1.19,197651310060.0
PT MAYBANK SEKURITAS INDONESIA - REGISTRAR,SMIL,5.14,103500000000.0
PHILLIP SECURITIES PTE LTD,SMLE,4.31,13042731000.0
UOB KAY HIAN PRIVATE LIMITED,SMLE,3.8,11491688000.0
CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,SMLE,2.78,8400379000.0
SINAR MAS CAKRAWALA,SMMA,49.06,48418770575000.0
DIAN CIPTAMAS AGUNG PT,SMMA,3.97,3913916423500.0
HSBC LTD-SINGAPORE BRANCH PRIVATE BANKING DIVISION ACCOUNT CLIENTS,SMMA,1.88,1854509016500.0
INTERVENTURES CAPITAL PTE. LTD,SMMA,1.2,1185853509000.0
PT NUSANTARA INDAH CEMERLANG,SMMA,1.11,1095249514500.0
DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,SMRA,2.64,143872856820.0
GOVERNMENT OF NORWAY,SMRA,1.35,73315890780.0
PT. ASURANSI JIWA IFG,SMRU,9.89,61779015650.0
PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,SMRU,9.18,57402523650.0
Reksa Dana Pan Arcadia Dana Saham Bertumbuh,SMRU,2.75,17208620000.0
REKSA DANA POOL ADVISTA KAPITAL OPTIMAL,SMRU,2.59,16160100000.0
REKSA DANA SYARIAH AURORA SHARIA EQUITY,SMRU,2.01,12553900000.0
REKSA DANA SYARIAH TREASURE SAHAM BERKAH SYARIAH,SMRU,1.28,8002750000.0
REKSA DANA TF SUPER MAXXI,SMRU,1.19,7418525000.0
Reksa Dana Syariah Pan Arcadia Ekuitas Syariah Progresif,SMRU,1.13,7079366600.0
JPMCB NA AIF CLT RE-THE SCOTTISH ORIENTAL SMALLER COMPANIES TRUST PLC,SMSM,2.95,299034032000.0
FIDELITY FUNDS,SMSM,2.77,280877168000.0
DBS BANK LTD.,SNLK,4.89,4972000000.0
DJONI,SOFA,1.69,11731314000.0
UOB KAY HIAN PRIVATE LIMITED,SOHO,40.03,10161128140000.0
RUDY SUSANTO,SOLA,1.71,6856717200.0
FIDELITY FUNDS,SPTO,5.01,86598016000.0
PANGOLIN INV MANAG PTE LTD-PANGOLIN ASIA FUND,SPTO,4.24,73313600000.0
ZICO TRUST (S) LTD,SPTO,3.88,66960000000.0
BANK OF SINGAPORE LIMITED,SPTO,1.62,27947968000.0
CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,SQMI,22.15,203038058711.0
BANK JULIUS BAER & CO. LTD,SQMI,1.55,14217263040.0
CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,SRAJ,4.9,9015016527500.0
DRS LO KHENG HONG,SRIL,1.02,30563567000.0
EDWIN SOERYADJAYA,SRTG,35.88,8445122372150.0
PT DWIMURIA INVESTAMA ANDALAN,SSIA,10.24,648290000000.0
PERSADA CAPITAL INVESTAMA,SSIA,7.85,496557860000.0
FERRY SUDJONO,SSIA,1.6,101319042335.0
UNITED OVERSEAS BANK NOMINEES (PRIVATE) LIMITED,STAA,4.75,665514684100.0
PT SEJAHTERA MAHKOTA PERSADA,STAR,4.98,143338380000.0
BANQUE PICTET AND CIE SA,STAR,4.57,131630160000.0
EASTERN PEAK GROUP CORPORATION,STAR,4.12,118655100000.0
PT. CAPITAL ASSET MANAGEMENT,STAR,4.05,116700000000.0
PT. ALANA CIPTA SELARAS,STAR,3.34,96100560000.0
REKSA DANA GEMILANG DANA SAHAM INDONESIA,STAR,2.22,63990660000.0
REKSA DANA CAPITAL EQUITY FUND,STAR,2.22,64020000000.0
REKSA DANA FOSTER EQUITY FUND,STAR,1.45,41886000000.0
PT BARA SEJAHTERA SUKSES,STAR,1.36,39060000000.0
"TIRTA CITRA SOLUSI, PT",STAR,1.06,30660000000.0
PHILLIP SECURITIES PTE LTD,STRK,15.96,155767257100.0
DBS BANK LTD.,STRK,1.0,9805623100.0
DBS BANK LTD.,STTP,4.33,585943750000.0
INTERVENTURES CAPITAL PTE. LTD,SUGI,7.71,95614152300.0
PT. ASURANSI JIWA IFG,SUGI,3.91,48465253650.0
JAKSA AGUNG MUDA BIDANG TINDAK PIDANA KHUSUS KEJAKSAAN REPUBLIK INDONESIA KEJAKSAAN REPUBLIK INDONESIA,SUGI,2.06,25581407000.0
REKSA DANA OSO FLORES EQUITY FUND,SUGI,1.93,23882260000.0
REKSA DANA NARADA SAHAM INDONESIA,SUGI,1.53,18953440000.0
UBS AG HONG KONG,SULI,2.56,16362000000.0
BANK JULIUS BAER & CO. LTD,SULI,1.82,11589750000.0
GLAS TRUST (SINGAPORE) LTD.,SUPA,1.92,552500000000.0
UOB KAY HIAN PRIVATE LIMITED,TALF,4.82,60331922500.0
VERAH WAHYUDI S WONG,TAMA,8.07,17344580900.0
UBS SWITZERLAND AG,TAMU,4.14,46547730000.0
PERSADA CAPITAL INVESTAMA,TAPG,33.07,12473707808700.0
TRIPUTRA INVESTINDO ARYA,TAPG,24.12,9098177654500.0
IR. T. PERMADI RACHMAT,TAPG,5.09,1919332880000.0
PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,TARA,5.48,17644449216.0
REKSA DANA GEMILANG DANA SAHAM INDONESIA,TARA,4.89,15745280000.0
PT.Pacific Indocorpora Indonesia,TARA,4.62,14882838400.0
PT ASKAR PELANGI ABADI,TARA,4.16,13393600000.0
"TIRTA CITRA SOLUSI, PT",TARA,4.16,13393600000.0
PT. MEGAH ANGKASA PERKASA,TARA,4.16,13393600000.0
PT. ALANA CIPTA SELARAS,TARA,3.97,12800001120.0
PT BARA SEJAHTERA SUKSES,TARA,2.46,7923200000.0
"CAPITAL LIFE SYARIAH, PT",TARA,1.99,6425728000.0
REKSA DANA SUCORINVEST EQUITY PRIMA FUND,TARA,1.47,4736016000.0
REKSA DANA EMCO MANTAP,TARA,1.17,3774144000.0
BANGKOK BANK PUBLIC COMPANY LIMITED,TBIG,2.13,783655629250.0
BONHAM NOMINEES PTE LTD,TBLA,4.87,200847810855.0
UOB KAY HIAN PRIVATE LIMITED,TBLA,4.24,174955184865.0
PHILLIP SECURITIES PTE LTD,TBLA,4.23,174491987180.0
CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,TBLA,3.73,153808050500.0
MAYBANK SECURITIES PTE. LTD.,TBLA,3.66,151263735135.0
"PANIN SEKURITAS Tbk, PT",TBLA,2.08,85783974800.0
DBS VICKERS SECS SINGAPORE (PTE) LTD A/C CLIENTS,TBLA,1.44,59514903635.0
REKSA DANA BALANCED FUND SUCORINVEST ANAK PINTAR,TBMS,1.13,10371721500.0
OCBC SECURITIES PRIVATE LIMITED,TCPI,2.24,1257336945000.0
UOB KAY HIAN PRIVATE LIMITED,TCPI,1.82,1023630200000.0
UBS SWITZERLAND AG,TCPI,1.76,988561055000.0
CGS INTERNATIONAL SEKURITAS INDONESIA,TCPI,1.57,879653399775.0
CASCADEN INVESTMENT LIMITED,TDPM,4.8,59910115650.0
MAYBANK SECURITIES PTE. LTD.,TDPM,2.52,31402612500.0
BOQUETE GROUP S.A.,TDPM,1.91,23800000000.0
PT SINAR MAS MULTIARTHA Tbk,TDPM,1.14,14176178450.0
OCBC SECURITIES PRIVATE LIMITED,TECH,7.96,5000000000.0
HAIYANTO,TELE,8.31,5468633100.0
BANK OF SINGAPORE LIMITED,TFAS,7.47,25402875600.0
YOHANES HALIM,TGRA,3.6,2674217700.0
DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,TINS,1.67,414653187740.0
PT. PRUDENTIAL LIFE ASSURANCE,TINS,1.38,343372708000.0
GOVERNMENT OF NORWAY,TINS,1.11,275711322000.0
CASCADEN INVESTMENT LIMITED,TKIM,5.0,1384390016000.0
BROADBAND GLOBAL PARTNERS INC,TKIM,4.81,1333361474400.0
BOQUETE GROUP S.A.,TKIM,2.69,746290062400.0
UOB KAY HIAN PRIVATE LIMITED,TKIM,1.12,309728900000.0
"UBS AG, LONDON",TLDN,3.5,285382251000.0
PT DANANTARA ASSET MANAGEMENT (PERSERO),TLKM,51.57,156324169873440.0
DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,TLKM,2.4,7281579978000.0
EMPLOYEES PROVIDENT FUND BOARD,TLKM,1.83,5562204530940.0
PT YULIE SEKURITAS INDONESIA TBK,TMPO,3.22,4219844000.0
"EFG BANK AG, SINGAPORE BRANCH A/C CLIENTS",TMPO,3.12,4092000000.0
HERI SANTOSO LIEM,TNCA,1.97,1460166400.0
JONATHAN CHANG,TNCA,1.97,1460800000.0
UOB KAY HIAN PRIVATE LIMITED,TOPS,1.61,536713200.0
DBS VICKERS SECS SINGAPORE (PTE) LTD A/C CLIENTS,TOTL,3.18,110211643500.0
HONKY HARJO,TOTL,1.31,45414855500.0
ZICO TRUST (S) LTD,TOTO,1.08,30459538800.0
PT DWIMURIA INVESTAMA ANDALAN,TOWR,19.95,5754832689256.0
UBS AG SINGAPORE BRANCH,TOWR,3.1,895228251048.0
DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,TOWR,1.83,526806004000.0
EMPLOYEES PROVIDENT FUND BOARD,TOWR,1.72,496701479200.0
BANGKOK BANK PUBLIC COMPANY LIMITED,TPIA,1.7,6995079900000.0
JAKSA AGUNG MUDA BIDANG TINDAK PIDANA KHUSUS KEJAKSAAN REPUBLIK INDONESIA KEJAKSAAN REPUBLIK INDONESIA,TRAM,47.14,1170143495300.0
PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,TRAM,5.09,126348396850.0
PT. ASURANSI JIWA IFG,TRAM,1.6,39699306650.0
REKSA DANA POOL ADVISTA KAPITAL OPTIMAL,TRAM,1.43,35459685000.0
REKSA DANA SYARIAH AURORA SHARIA EQUITY,TRAM,1.21,30063400000.0
Reksa Dana Syariah Pan Arcadia Ekuitas Syariah Progresif,TRAM,1.2,29720328100.0
SIAUW YUNUS SUBANDI,TRIL,1.92,1153645000.0
ANTONIUS GUNAWAN GHO,TRIL,1.86,1114550000.0
GARIBALDI THOHIR,TRIM,34.68,1232923350000.0
CITIBANK HONG KONG S/A PBG CLIENTS SG,TRIM,4.99,177225000000.0
UOB KAY HIAN PRIVATE LIMITED,TRIM,3.64,129428450000.0
TERRA KONSUMA INVESTAMA,TRIM,3.3,117372750000.0
PT TRIMEGAH SEKURITAS INDONESIA TBK,TRIM,2.05,72976882000.0
MARUARAR SIRAIT,TRIM,1.1,39222400000.0
DJONI,TRIN,1.5,52591000000.0
GLAS TRUST (SINGAPORE) LTD.,TRIO,25.53,2828896007256.0
UOB KAY HIAN PRIVATE LIMITED,TRIO,12.97,1436578221822.0
UBS AG SINGAPORE BRANCH,TRIS,4.89,26862500000.0
INTERVENTURES CAPITAL PTE. LTD,TRIS,1.54,8440140625.0
KOKARJADI CHANDRA,TRON,2.83,9870722420.0
DJONI,TRUE,5.09,53130000000.0
ANTONIUS GUNAWAN GHO,TRUK,1.21,1228523400.0
UOB KAY HIAN PRIVATE LIMITED,TUGU,15.84,704000000000.0
HAPSORO,UANG,19.35,789181039500.0
PT TIRTA ORISA YASA,UANG,16.24,662023020000.0
JPMCB NA AIF CLT RE-THE SCOTTISH ORIENTAL SMALLER COMPANIES TRUST PLC,UCID,3.59,61515225600.0
BANQUE PICTET AND CIE SA,UCID,1.72,29449348000.0
UOB KAY HIAN PRIVATE LIMITED,UCID,1.24,21300853200.0
PT. INDOLIFE PENSIONTAMA,ULTJ,2.38,376472384000.0
PT ASURANSI JIWA CENTRAL ASIA RAYA,ULTJ,1.65,260501400000.0
JAKSA AGUNG MUDA BIDANG TINDAK PIDANA KHUSUS KEJAKSAAN REPUBLIK INDONESIA KEJAKSAAN REPUBLIK INDONESIA,UNIT,4.89,1166071600.0
SIAUW YUNUS SUBANDI,UNIT,4.7,1120567600.0
ANDY TANUJAYA,UNIT,1.26,301116400.0
PT BAKRIE CAPITAL INDONESIA,UNSP,17.82,143471274730.0
PT BIOFUEL INDO SUMATRA,UNSP,3.68,29633788800.0
ASURANSI SIMAS JIWA,UNSP,1.38,11121252100.0
PT ASTRA INTERNATIONAL TBK,UNTR,59.5,68909803965900.0
DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,UNTR,2.88,3337222950000.0
EMPLOYEES PROVIDENT FUND BOARD,UNTR,1.17,1359077130000.0
DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,UNVR,1.06,735662746000.0
KOKARJADI CHANDRA,UVCR,2.59,5537250000.0
SUZANNA TANOJO,VICO,26.62,591425331948.0
PT. BINTANG MITRA SEMESTARAYA TBK,VICO,4.74,105403210800.0
PT. Victoria Investama Tbk,VINS,84.93,211097446080.0
REKSA DANA CAPITAL EQUITY FUND,VINS,3.0,7464000000.0
PT ASKAR PELANGI ABADI,VINS,1.4,3472000000.0
PT Prolestari Megapersada,VINS,1.23,3068960000.0
UBS AG HONG KONG,VIVA,5.03,27324445500.0
UBS AG SINGAPORE BRANCH,VIVA,4.34,23568501000.0
BANQUE PICTET AND CIE SA,VIVA,3.94,21400500000.0
BANK OF SINGAPORE LIMITED,VIVA,3.61,19602000000.0
JPMORGAN CHASE BANK NA SINGAPORE BRANCH,VIVA,2.72,14771631600.0
UBS SWITZERLAND AG,VIVA,1.47,8013212460.0
DJONI,VIVA,1.34,7275123900.0
PT. KB VALBURY SEKURITAS,VKTR,2.86,868750000000.0
PETROMINE ENERGY TRADING,VKTR,2.83,859709443475.0
MAYBANK SECURITIES PTE. LTD.,VOKS,4.9,38868500000.0
"BANK PAN INDONESIA TBK, PT",VRNA,25.06,106909170300.0
DANA PENSIUN KARYAWAN PANIN BANK,VRNA,1.09,4642860000.0
PT YULIE SEKURITAS INDONESIA TBK,WEGE,3.55,20035132326.0
PT. AMAN DHITYA INVESTAMA,WEHA,2.0,4533750000.0
UOB KAY HIAN PRIVATE LIMITED,WICO,2.6,7650600000.0
DJONI,WIFI,5.27,596400000000.0
GOVERNMENT OF NORWAY,WIFI,1.54,174660000000.0
PT. AIA FINANCIAL,WIIM,1.12,44627770000.0
PT DANANTARA ASSET MANAGEMENT (PERSERO),WIKA,90.11,7329472293612.0
UOB KAY HIAN PRIVATE LIMITED,WINE,7.25,34956708000.0
UBS AG SINGAPORE BRANCH,WINE,1.48,7146842400.0
MANOJ PITAMBER NANWANI,WINS,5.9,136964536280.0
PINKY NK,WINS,5.52,128130843880.0
CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,WINS,4.58,106233215920.0
UNITED OVERSEAS BANK NOMINEES (PRIVATE) LIMITED,WINS,3.93,91214329960.0
UBS AG SINGAPORE BRANCH,WINS,2.4,55599199240.0
DBS BANK LTD.,WINS,1.6,37180005720.0
RUDY SUSANTO,WIRG,1.8,16340000000.0
PT PENDANAAN EFEK INDONESIA,WMPP,5.0,52917523200.0
PT MAYBANK SEKURITAS INDONESIA - REGISTRAR,WMPP,2.5,26476200000.0
"GADING DANALESTARI, PT",WMPP,1.25,13266000000.0
GOVERNMENT OF NORWAY,WMPP,1.14,12060000000.0
PT PENDANAAN EFEK INDONESIA,WMUU,7.4,58381995900.0
UBS AG SINGAPORE BRANCH,WOMF,1.58,16610000000.0
PT DWIMURIA INVESTAMA ANDALAN,WOOD,1.09,21043440000.0
PT DANANTARA ASSET MANAGEMENT (PERSERO),WSKT,74.6,4340692559656.0
DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,WSKT,1.52,88165148866.0
DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,WTON,2.8,20464869600.0
"PANIN SEKURITAS Tbk, PT",WTON,1.57,11490250800.0
